Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area_encoded,Item_encoded
Ecuador,Cassava,2013,25112,2274,6471.77,21.94,26,0
Ecuador,Maize,2013,23702,2274,6471.77,21.69,26,1
Ecuador,Maize,2013,23702,2274,6471.77,17.28,26,1
Ecuador,Maize,2013,23702,2274,6471.77,21.94,26,1
Ecuador,Potatoes,2013,73131,2274,6471.77,21.69,26,2
Ecuador,Potatoes,2013,73131,2274,6471.77,17.28,26,2
Ecuador,Potatoes,2013,73131,2274,6471.77,21.94,26,2
Ecuador,Sorghum,2013,15608,2274,6471.77,21.69,26,3
Ecuador,Sorghum,2013,15608,2274,6471.77,17.28,26,3
Ecuador,Sorghum,2013,15608,2274,6471.77,21.94,26,3
Ecuador,Soybeans,2013,16585,2274,6471.77,21.69,26,4
Ecuador,Soybeans,2013,16585,2274,6471.77,17.28,26,4
Ecuador,Soybeans,2013,16585,2274,6471.77,21.94,26,4
Ecuador,Sweet potatoes,2013,19113,2274,6471.77,21.69,26,5
Ecuador,Sweet potatoes,2013,19113,2274,6471.77,17.28,26,5
Ecuador,Sweet potatoes,2013,19113,2274,6471.77,21.94,26,5
Ecuador,Wheat,2013,7064,2274,6471.77,21.69,26,6
Ecuador,Wheat,2013,7064,2274,6471.77,17.28,26,6
Ecuador,Wheat,2013,7064,2274,6471.77,21.94,26,6
Egypt,Maize,1990,57803,51,13214,20.73,27,1
Egypt,Maize,1990,57803,51,13214,21.6,27,1
Egypt,Potatoes,1990,205592,51,13214,20.73,27,2
Egypt,Potatoes,1990,205592,51,13214,21.6,27,2
Egypt,Sorghum,1990,46920,51,13214,20.73,27,3
Egypt,Sorghum,1990,46920,51,13214,21.6,27,3
Egypt,Soybeans,1990,25773,51,13214,20.73,27,4
Egypt,Soybeans,1990,25773,51,13214,21.6,27,4
Egypt,Sweet potatoes,1990,257930,51,13214,20.73,27,5
Egypt,Sweet potatoes,1990,257930,51,13214,21.6,27,5
Egypt,Wheat,1990,51967,51,13214,20.73,27,6
Egypt,Wheat,1990,51967,51,13214,21.6,27,6
Egypt,Maize,1991,58951,51,8255,20.64,27,1
Egypt,Maize,1991,58951,51,8255,21.65,27,1
Egypt,Potatoes,1991,202345,51,8255,20.64,27,2
Egypt,Potatoes,1991,202345,51,8255,21.65,27,2
Egypt,Sorghum,1991,49724,51,8255,20.64,27,3
Egypt,Sorghum,1991,49724,51,8255,21.65,27,3
Egypt,Soybeans,1991,28366,51,8255,20.64,27,4
Egypt,Soybeans,1991,28366,51,8255,21.65,27,4
Egypt,Sweet potatoes,1991,270456,51,8255,20.64,27,5
Egypt,Sweet potatoes,1991,270456,51,8255,21.65,27,5
Egypt,Wheat,1991,48163,51,8255,20.64,27,6
Egypt,Wheat,1991,48163,51,8255,21.65,27,6
Egypt,Maize,1992,61346,51,6156,20.09,27,1
Egypt,Maize,1992,61346,51,6156,21.11,27,1
Egypt,Potatoes,1992,209071,51,6156,20.09,27,2
Egypt,Potatoes,1992,209071,51,6156,21.11,27,2
Egypt,Sorghum,1992,51247,51,6156,20.09,27,3
Egypt,Sorghum,1992,51247,51,6156,21.11,27,3
Egypt,Soybeans,1992,26981,51,6156,20.09,27,4
Egypt,Soybeans,1992,26981,51,6156,21.11,27,4
Egypt,Sweet potatoes,1992,241308,51,6156,20.09,27,5
Egypt,Sweet potatoes,1992,241308,51,6156,21.11,27,5
Egypt,Wheat,1992,52546,51,6156,20.09,27,6
Egypt,Wheat,1992,52546,51,6156,21.11,27,6
Egypt,Maize,1993,60780,51,4175,20.74,27,1
Egypt,Maize,1993,60780,51,4175,21.79,27,1
Egypt,Potatoes,1993,207792,51,4175,20.74,27,2
Egypt,Potatoes,1993,207792,51,4175,21.79,27,2
Egypt,Sorghum,1993,53366,51,4175,20.74,27,3
Egypt,Sorghum,1993,53366,51,4175,21.79,27,3
Egypt,Soybeans,1993,27534,51,4175,20.74,27,4
Egypt,Soybeans,1993,27534,51,4175,21.79,27,4
Egypt,Sweet potatoes,1993,260629,51,4175,20.74,27,5
Egypt,Sweet potatoes,1993,260629,51,4175,21.79,27,5
Egypt,Wheat,1993,52970,51,4175,20.74,27,6
Egypt,Wheat,1993,52970,51,4175,21.79,27,6
Egypt,Maize,1994,59065,51,4283,21.1,27,1
Egypt,Maize,1994,59065,51,4283,22.02,27,1
Egypt,Potatoes,1994,204487,51,4283,21.1,27,2
Egypt,Potatoes,1994,204487,51,4283,22.02,27,2
Egypt,Sorghum,1994,46272,51,4283,21.1,27,3
Egypt,Sorghum,1994,46272,51,4283,22.02,27,3
Egypt,Soybeans,1994,28828,51,4283,21.1,27,4
Egypt,Soybeans,1994,28828,51,4283,22.02,27,4
Egypt,Sweet potatoes,1994,247138,51,4283,21.1,27,5
Egypt,Sweet potatoes,1994,247138,51,4283,22.02,27,5
Egypt,Wheat,1994,50026,51,4283,21.1,27,6
Egypt,Wheat,1994,50026,51,4283,22.02,27,6
Egypt,Maize,1995,61630,51,4391,20.62,27,1
Egypt,Maize,1995,61630,51,4391,21.56,27,1
Egypt,Potatoes,1995,211244,51,4391,20.62,27,2
Egypt,Potatoes,1995,211244,51,4391,21.56,27,2
Egypt,Sorghum,1995,44770,51,4391,20.62,27,3
Egypt,Sorghum,1995,44770,51,4391,21.56,27,3
Egypt,Soybeans,1995,24344,51,4391,20.62,27,4
Egypt,Soybeans,1995,24344,51,4391,21.56,27,4
Egypt,Sweet potatoes,1995,259786,51,4391,20.62,27,5
Egypt,Sweet potatoes,1995,259786,51,4391,21.56,27,5
Egypt,Wheat,1995,54221,51,4391,20.62,27,6
Egypt,Wheat,1995,54221,51,4391,21.56,27,6
Egypt,Maize,1996,69523,51,4499,20.85,27,1
Egypt,Maize,1996,69523,51,4499,21.88,27,1
Egypt,Potatoes,1996,202048,51,4499,20.85,27,2
Egypt,Potatoes,1996,202048,51,4499,21.88,27,2
Egypt,Sorghum,1996,43520,51,4499,20.85,27,3
Egypt,Sorghum,1996,43520,51,4499,21.88,27,3
Egypt,Soybeans,1996,26103,51,4499,20.85,27,4
Egypt,Soybeans,1996,26103,51,4499,21.88,27,4
Egypt,Sweet potatoes,1996,231357,51,4499,20.85,27,5
Egypt,Sweet potatoes,1996,231357,51,4499,21.88,27,5
Egypt,Wheat,1996,56384,51,4499,20.85,27,6
Egypt,Wheat,1996,56384,51,4499,21.88,27,6
Egypt,Maize,1997,71298,51,4607,20.52,27,1
Egypt,Maize,1997,71298,51,4607,21.45,27,1
Egypt,Potatoes,1997,218355,51,4607,20.52,27,2
Egypt,Potatoes,1997,218355,51,4607,21.45,27,2
Egypt,Sorghum,1997,50427,51,4607,20.52,27,3
Egypt,Sorghum,1997,50427,51,4607,21.45,27,3
Egypt,Soybeans,1997,26223,51,4607,20.52,27,4
Egypt,Soybeans,1997,26223,51,4607,21.45,27,4
Egypt,Sweet potatoes,1997,224888,51,4607,20.52,27,5
Egypt,Sweet potatoes,1997,224888,51,4607,21.45,27,5
Egypt,Wheat,1997,55994,51,4607,20.52,27,6
Egypt,Wheat,1997,55994,51,4607,21.45,27,6
Egypt,Maize,1998,72257,51,4715,21.29,27,1
Egypt,Maize,1998,72257,51,4715,22.36,27,1
Egypt,Potatoes,1998,223302,51,4715,21.29,27,2
Egypt,Potatoes,1998,223302,51,4715,22.36,27,2
Egypt,Sorghum,1998,56077,51,4715,21.29,27,3
Egypt,Sorghum,1998,56077,51,4715,22.36,27,3
Egypt,Soybeans,1998,26207,51,4715,21.29,27,4
Egypt,Soybeans,1998,26207,51,4715,22.36,27,4
Egypt,Sweet potatoes,1998,240060,51,4715,21.29,27,5
Egypt,Sweet potatoes,1998,240060,51,4715,22.36,27,5
Egypt,Wheat,1998,59896,51,4715,21.29,27,6
Egypt,Wheat,1998,59896,51,4715,22.36,27,6
Egypt,Maize,1999,75174,51,4823,21.46,27,1
Egypt,Maize,1999,75174,51,4823,22.28,27,1
Egypt,Potatoes,1999,232915,51,4823,21.46,27,2
Egypt,Potatoes,1999,232915,51,4823,22.28,27,2
Egypt,Sorghum,1999,57692,51,4823,21.46,27,3
Egypt,Sorghum,1999,57692,51,4823,22.28,27,3
Egypt,Soybeans,1999,26367,51,4823,21.46,27,4
Egypt,Soybeans,1999,26367,51,4823,22.28,27,4
Egypt,Sweet potatoes,1999,240545,51,4823,21.46,27,5
Egypt,Sweet potatoes,1999,240545,51,4823,22.28,27,5
Egypt,Wheat,1999,63467,51,4823,21.46,27,6
Egypt,Wheat,1999,63467,51,4823,22.28,27,6
Egypt,Maize,2000,76800,51,4931,20.74,27,1
Egypt,Maize,2000,76800,51,4931,21.49,27,1
Egypt,Potatoes,2000,235931,51,4931,20.74,27,2
Egypt,Potatoes,2000,235931,51,4931,21.49,27,2
Egypt,Sorghum,2000,57885,51,4931,20.74,27,3
Egypt,Sorghum,2000,57885,51,4931,21.49,27,3
Egypt,Soybeans,2000,27199,51,4931,20.74,27,4
Egypt,Soybeans,2000,27199,51,4931,21.49,27,4
Egypt,Sweet potatoes,2000,273327,51,4931,20.74,27,5
Egypt,Sweet potatoes,2000,273327,51,4931,21.49,27,5
Egypt,Wheat,2000,63422,51,4931,20.74,27,6
Egypt,Wheat,2000,63422,51,4931,21.49,27,6
Egypt,Maize,2001,69798,51,5039,21.45,27,1
Egypt,Maize,2001,69798,51,5039,22.33,27,1
Egypt,Potatoes,2001,238739,51,5039,21.45,27,2
Egypt,Potatoes,2001,238739,51,5039,22.33,27,2
Egypt,Sorghum,2001,57964,51,5039,21.45,27,3
Egypt,Sorghum,2001,57964,51,5039,22.33,27,3
Egypt,Soybeans,2001,27922,51,5039,21.45,27,4
Egypt,Soybeans,2001,27922,51,5039,22.33,27,4
Egypt,Sweet potatoes,2001,266543,51,5039,21.45,27,5
Egypt,Sweet potatoes,2001,266543,51,5039,22.33,27,5
Egypt,Wheat,2001,63580,51,5039,21.45,27,6
Egypt,Wheat,2001,63580,51,5039,22.33,27,6
Egypt,Maize,2002,77656,51,5147,21.46,27,1
Egypt,Maize,2002,77656,51,5147,22.41,27,1
Egypt,Potatoes,2002,240382,51,5147,21.46,27,2
Egypt,Potatoes,2002,240382,51,5147,22.41,27,2
Egypt,Sorghum,2002,57756,51,5147,21.46,27,3
Egypt,Sorghum,2002,57756,51,5147,22.41,27,3
Egypt,Soybeans,2002,29904,51,5147,21.46,27,4
Egypt,Soybeans,2002,29904,51,5147,22.41,27,4
Egypt,Sweet potatoes,2002,276970,51,5147,21.46,27,5
Egypt,Sweet potatoes,2002,276970,51,5147,22.41,27,5
Egypt,Wheat,2002,64345,51,5147,21.46,27,6
Egypt,Wheat,2002,64345,51,5147,22.41,27,6
Egypt,Maize,2004,79087,51,5363,21.06,27,1
Egypt,Maize,2004,79087,51,5363,22.08,27,1
Egypt,Potatoes,2004,244443,51,5363,21.06,27,2
Egypt,Potatoes,2004,244443,51,5363,22.08,27,2
Egypt,Sorghum,2004,56674,51,5363,21.06,27,3
Egypt,Sorghum,2004,56674,51,5363,22.08,27,3
Egypt,Soybeans,2004,30266,51,5363,21.06,27,4
Egypt,Soybeans,2004,30266,51,5363,22.08,27,4
Egypt,Sweet potatoes,2004,281242,51,5363,21.06,27,5
Egypt,Sweet potatoes,2004,281242,51,5363,22.08,27,5
Egypt,Wheat,2004,65567,51,5363,21.06,27,6
Egypt,Wheat,2004,65567,51,5363,22.08,27,6
Egypt,Maize,2005,81607,51,5471,21.08,27,1
Egypt,Maize,2005,81607,51,5471,22.01,27,1
Egypt,Potatoes,2005,250826,51,5471,21.08,27,2
Egypt,Potatoes,2005,250826,51,5471,22.01,27,2
Egypt,Sorghum,2005,56118,51,5471,21.08,27,3
Egypt,Sorghum,2005,56118,51,5471,22.01,27,3
Egypt,Soybeans,2005,34000,51,5471,21.08,27,4
Egypt,Soybeans,2005,34000,51,5471,22.01,27,4
Egypt,Sweet potatoes,2005,175000,51,5471,21.08,27,5
Egypt,Sweet potatoes,2005,175000,51,5471,22.01,27,5
Egypt,Wheat,2005,64929,51,5471,21.08,27,6
Egypt,Wheat,2005,64929,51,5471,22.01,27,6
Egypt,Maize,2006,83705,51,9781,21.15,27,1
Egypt,Maize,2006,83705,51,9781,22.05,27,1
Egypt,Potatoes,2006,250085,51,9781,21.15,27,2
Egypt,Potatoes,2006,250085,51,9781,22.05,27,2
Egypt,Sorghum,2006,56859,51,9781,21.15,27,3
Egypt,Sorghum,2006,56859,51,9781,22.05,27,3
Egypt,Soybeans,2006,30817,51,9781,21.15,27,4
Egypt,Soybeans,2006,30817,51,9781,22.05,27,4
Egypt,Sweet potatoes,2006,119702,51,9781,21.15,27,5
Egypt,Sweet potatoes,2006,119702,51,9781,22.05,27,5
Egypt,Wheat,2006,64303,51,9781,21.15,27,6
Egypt,Wheat,2006,64303,51,9781,22.05,27,6
Egypt,Maize,2007,80463,51,9105,21.51,27,1
Egypt,Maize,2007,80463,51,9105,22.36,27,1
Egypt,Potatoes,2007,255717,51,9105,21.51,27,2
Egypt,Potatoes,2007,255717,51,9105,22.36,27,2
Egypt,Sorghum,2007,56763,51,9105,21.51,27,3
Egypt,Sorghum,2007,56763,51,9105,22.36,27,3
Egypt,Soybeans,2007,32880,51,9105,21.51,27,4
Egypt,Soybeans,2007,32880,51,9105,22.36,27,4
Egypt,Sweet potatoes,2007,298171,51,9105,21.51,27,5
Egypt,Sweet potatoes,2007,298171,51,9105,22.36,27,5
Egypt,Wheat,2007,64673,51,9105,21.51,27,6
Egypt,Wheat,2007,64673,51,9105,22.36,27,6
Egypt,Maize,2008,79053,51,9527,21.74,27,1
Egypt,Maize,2008,79053,51,9527,22.64,27,1
Egypt,Potatoes,2008,259390,51,9527,21.74,27,2
Egypt,Potatoes,2008,259390,51,9527,22.64,27,2
Egypt,Sorghum,2008,56258,51,9527,21.74,27,3
Egypt,Sorghum,2008,56258,51,9527,22.64,27,3
Egypt,Soybeans,2008,33601,51,9527,21.74,27,4
Egypt,Soybeans,2008,33601,51,9527,22.64,27,4
Egypt,Sweet potatoes,2008,276425,51,9527,21.74,27,5
Egypt,Sweet potatoes,2008,276425,51,9527,22.64,27,5
Egypt,Wheat,2008,65031,51,9527,21.74,27,6
Egypt,Wheat,2008,65031,51,9527,22.64,27,6
Egypt,Maize,2009,78184,51,9013,21.67,27,1
Egypt,Maize,2009,78184,51,9013,22.63,27,1
Egypt,Potatoes,2009,264241,51,9013,21.67,27,2
Egypt,Potatoes,2009,264241,51,9013,22.63,27,2
Egypt,Sorghum,2009,55287,51,9013,21.67,27,3
Egypt,Sorghum,2009,55287,51,9013,22.63,27,3
Egypt,Soybeans,2009,31252,51,9013,21.67,27,4
Egypt,Soybeans,2009,31252,51,9013,22.63,27,4
Egypt,Sweet potatoes,2009,285425,51,9013,21.67,27,5
Egypt,Sweet potatoes,2009,285425,51,9013,22.63,27,5
Egypt,Wheat,2009,63829,51,9013,21.67,27,6
Egypt,Wheat,2009,63829,51,9013,22.63,27,6
Egypt,Maize,2010,72700,51,11590,22.46,27,1
Egypt,Maize,2010,72700,51,11590,23.72,27,1
Egypt,Potatoes,2010,259211,51,11590,22.46,27,2
Egypt,Potatoes,2010,259211,51,11590,23.72,27,2
Egypt,Sorghum,2010,50060,51,11590,22.46,27,3
Egypt,Sorghum,2010,50060,51,11590,23.72,27,3
Egypt,Soybeans,2010,28453,51,11590,22.46,27,4
Egypt,Soybeans,2010,28453,51,11590,23.72,27,4
Egypt,Sweet potatoes,2010,306078,51,11590,22.46,27,5
Egypt,Sweet potatoes,2010,306078,51,11590,23.72,27,5
Egypt,Wheat,2010,55741,51,11590,22.46,27,6
Egypt,Wheat,2010,55741,51,11590,23.72,27,6
Egypt,Maize,2011,77409,51,12945,21.18,27,1
Egypt,Maize,2011,77409,51,12945,21.99,27,1
Egypt,Potatoes,2011,264311,51,12945,21.18,27,2
Egypt,Potatoes,2011,264311,51,12945,21.99,27,2
Egypt,Sorghum,2011,53457,51,12945,21.18,27,3
Egypt,Sorghum,2011,53457,51,12945,21.99,27,3
Egypt,Soybeans,2011,31195,51,12945,21.18,27,4
Egypt,Soybeans,2011,31195,51,12945,21.99,27,4
Egypt,Sweet potatoes,2011,318249,51,12945,21.18,27,5
Egypt,Sweet potatoes,2011,318249,51,12945,21.99,27,5
Egypt,Wheat,2011,65428,51,12945,21.18,27,6
Egypt,Wheat,2011,65428,51,12945,21.99,27,6
Egypt,Maize,2012,77723,51,13991,21.55,27,1
Egypt,Maize,2012,77723,51,13991,22.48,27,1
Egypt,Potatoes,2012,268531,51,13991,21.55,27,2
Egypt,Potatoes,2012,268531,51,13991,22.48,27,2
Egypt,Sorghum,2012,53034,51,13991,21.55,27,3
Egypt,Sorghum,2012,53034,51,13991,22.48,27,3
Egypt,Soybeans,2012,36186,51,13991,21.55,27,4
Egypt,Soybeans,2012,36186,51,13991,22.48,27,4
Egypt,Sweet potatoes,2012,323485,51,13991,21.55,27,5
Egypt,Sweet potatoes,2012,323485,51,13991,22.48,27,5
Egypt,Wheat,2012,65823,51,13991,21.55,27,6
Egypt,Wheat,2012,65823,51,13991,22.48,27,6
Egypt,Maize,2013,77223,51,13653,21.44,27,1
Egypt,Maize,2013,77223,51,13653,22.91,27,1
Egypt,Potatoes,2013,266276,51,13653,21.44,27,2
Egypt,Potatoes,2013,266276,51,13653,22.91,27,2
Egypt,Sorghum,2013,53777,51,13653,21.44,27,3
Egypt,Sorghum,2013,53777,51,13653,22.91,27,3
Egypt,Soybeans,2013,34767,51,13653,21.44,27,4
Egypt,Soybeans,2013,34767,51,13653,22.91,27,4
Egypt,Sweet potatoes,2013,336781,51,13653,21.44,27,5
Egypt,Sweet potatoes,2013,336781,51,13653,22.91,27,5
Egypt,Wheat,2013,66682,51,13653,21.44,27,6
Egypt,Wheat,2013,66682,51,13653,22.91,27,6
El Salvador,Cassava,1990,158889,1784,2524,26.06,28,0
El Salvador,Maize,1990,21383,1784,2524,26.06,28,1
El Salvador,Potatoes,1990,140000,1784,2524,26.06,28,2
El Salvador,Sorghum,1990,12423,1784,2524,26.06,28,3
El Salvador,Soybeans,1990,20000,1784,2524,26.06,28,4
El Salvador,Sweet potatoes,1990,64286,1784,2524,26.06,28,5
El Salvador,Cassava,1991,152762,1784,4096,26.08,28,0
El Salvador,Maize,1991,16448,1784,4096,26.08,28,1
El Salvador,Potatoes,1991,144231,1784,4096,26.08,28,2
El Salvador,Sorghum,1991,13228,1784,4096,26.08,28,3
El Salvador,Soybeans,1991,20000,1784,4096,26.08,28,4
El Salvador,Sweet potatoes,1991,62941,1784,4096,26.08,28,5
El Salvador,Cassava,1992,172692,1784,3940.77,26.22,28,0
El Salvador,Maize,1992,21989,1784,3940.77,26.22,28,1
El Salvador,Potatoes,1992,144444,1784,3940.77,26.22,28,2
El Salvador,Sorghum,1992,14383,1784,3940.77,26.22,28,3
El Salvador,Soybeans,1992,26857,1784,3940.77,26.22,28,4
El Salvador,Sweet potatoes,1992,61333,1784,3940.77,26.22,28,5
El Salvador,Cassava,1993,200000,1784,3785.54,26.12,28,0
El Salvador,Maize,1993,20482,1784,3785.54,26.12,28,1
El Salvador,Potatoes,1993,141509,1784,3785.54,26.12,28,2
El Salvador,Sorghum,1993,15254,1784,3785.54,26.12,28,3
El Salvador,Soybeans,1993,27143,1784,3785.54,26.12,28,4
El Salvador,Sweet potatoes,1993,64000,1784,3785.54,26.12,28,5
El Salvador,Cassava,1994,201298,1784,3630.31,26.33,28,0
El Salvador,Maize,1994,15245,1784,3630.31,26.33,28,1
El Salvador,Potatoes,1994,140741,1784,3630.31,26.33,28,2
El Salvador,Sorghum,1994,14961,1784,3630.31,26.33,28,3
El Salvador,Soybeans,1994,25000,1784,3630.31,26.33,28,4
El Salvador,Sweet potatoes,1994,61250,1784,3630.31,26.33,28,5
El Salvador,Cassava,1995,160232,1784,3475.08,26.05,28,0
El Salvador,Maize,1995,21972,1784,3475.08,26.05,28,1
El Salvador,Potatoes,1995,140000,1784,3475.08,26.05,28,2
El Salvador,Sorghum,1995,14970,1784,3475.08,26.05,28,3
El Salvador,Soybeans,1995,23333,1784,3475.08,26.05,28,4
El Salvador,Sweet potatoes,1995,62500,1784,3475.08,26.05,28,5
El Salvador,Cassava,1996,158831,1784,3319.85,25.77,28,0
El Salvador,Maize,1996,22572,1784,3319.85,25.77,28,1
El Salvador,Potatoes,1996,157368,1784,3319.85,25.77,28,2
El Salvador,Sorghum,1996,15242,1784,3319.85,25.77,28,3
El Salvador,Soybeans,1996,23333,1784,3319.85,25.77,28,4
El Salvador,Sweet potatoes,1996,62845,1784,3319.85,25.77,28,5
El Salvador,Cassava,1997,131429,1784,3164.62,26.48,28,0
El Salvador,Maize,1997,16582,1784,3164.62,26.48,28,1
El Salvador,Potatoes,1997,139286,1784,3164.62,26.48,28,2
El Salvador,Sorghum,1997,16050,1784,3164.62,26.48,28,3
El Salvador,Soybeans,1997,24444,1784,3164.62,26.48,28,4
El Salvador,Sweet potatoes,1997,62976,1784,3164.62,26.48,28,5
El Salvador,Cassava,1998,131429,1784,3009.39,26.48,28,0
El Salvador,Maize,1998,19062,1784,3009.39,26.48,28,1
El Salvador,Potatoes,1998,215536,1784,3009.39,26.48,28,2
El Salvador,Sorghum,1998,15421,1784,3009.39,26.48,28,3
El Salvador,Soybeans,1998,24000,1784,3009.39,26.48,28,4
El Salvador,Sweet potatoes,1998,64706,1784,3009.39,26.48,28,5
El Salvador,Cassava,1999,124202,1784,2854.16,25.67,28,0
El Salvador,Maize,1999,25047,1784,2854.16,25.67,28,1
El Salvador,Potatoes,1999,210286,1784,2854.16,25.67,28,2
El Salvador,Sorghum,1999,13111,1784,2854.16,25.67,28,3
El Salvador,Soybeans,1999,24000,1784,2854.16,25.67,28,4
El Salvador,Sweet potatoes,1999,63112,1784,2854.16,25.67,28,5
El Salvador,Cassava,2000,123479,1784,2698.93,25.78,28,0
El Salvador,Maize,2000,22475,1784,2698.93,25.78,28,1
El Salvador,Potatoes,2000,231200,1784,2698.93,25.78,28,2
El Salvador,Sorghum,2000,15855,1784,2698.93,25.78,28,3
El Salvador,Soybeans,2000,22727,1784,2698.93,25.78,28,4
El Salvador,Sweet potatoes,2000,63105,1784,2698.93,25.78,28,5
El Salvador,Cassava,2001,124794,1784,2543.7,25.92,28,0
El Salvador,Maize,2001,19431,1784,2543.7,25.92,28,1
El Salvador,Potatoes,2001,229878,1784,2543.7,25.92,28,2
El Salvador,Sorghum,2001,15445,1784,2543.7,25.92,28,3
El Salvador,Soybeans,2001,22241,1784,2543.7,25.92,28,4
El Salvador,Sweet potatoes,2001,62931,1784,2543.7,25.92,28,5
El Salvador,Cassava,2002,128120,1784,2388.47,26.12,28,0
El Salvador,Maize,2002,26041,1784,2388.47,26.12,28,1
El Salvador,Potatoes,2002,236013,1784,2388.47,26.12,28,2
El Salvador,Sorghum,2002,18428,1784,2388.47,26.12,28,3
El Salvador,Soybeans,2002,21732,1784,2388.47,26.12,28,4
El Salvador,Sweet potatoes,2002,62852,1784,2388.47,26.12,28,5
El Salvador,Cassava,2004,100819,1784,2078.01,26.2,28,0
El Salvador,Maize,2004,27641,1784,2078.01,26.2,28,1
El Salvador,Potatoes,2004,288786,1784,2078.01,26.2,28,2
El Salvador,Sorghum,2004,15999,1784,2078.01,26.2,28,3
El Salvador,Soybeans,2004,20409,1784,2078.01,26.2,28,4
El Salvador,Sweet potatoes,2004,62585,1784,2078.01,26.2,28,5
El Salvador,Cassava,2005,125043,1784,1922.78,26.07,28,0
El Salvador,Maize,2005,29434,1784,1922.78,26.07,28,1
El Salvador,Potatoes,2005,221220,1784,1922.78,26.07,28,2
El Salvador,Sorghum,2005,15859,1784,1922.78,26.07,28,3
El Salvador,Soybeans,2005,20768,1784,1922.78,26.07,28,4
El Salvador,Sweet potatoes,2005,62409,1784,1922.78,26.07,28,5
El Salvador,Cassava,2006,125016,1784,2265.72,26.14,28,0
El Salvador,Maize,2006,30794,1784,2265.72,26.14,28,1
El Salvador,Potatoes,2006,220517,1784,2265.72,26.14,28,2
El Salvador,Sorghum,2006,18397,1784,2265.72,26.14,28,3
El Salvador,Soybeans,2006,20383,1784,2265.72,26.14,28,4
El Salvador,Sweet potatoes,2006,62251,1784,2265.72,26.14,28,5
El Salvador,Cassava,2007,128870,1784,1940.78,26.02,28,0
El Salvador,Maize,2007,29107,1784,1940.78,26.02,28,1
El Salvador,Potatoes,2007,218481,1784,1940.78,26.02,28,2
El Salvador,Sorghum,2007,15307,1784,1940.78,26.02,28,3
El Salvador,Soybeans,2007,19348,1784,1940.78,26.02,28,4
El Salvador,Sweet potatoes,2007,63889,1784,1940.78,26.02,28,5
El Salvador,Cassava,2008,128900,1784,3899.48,25.71,28,0
El Salvador,Maize,2008,33895,1784,3899.48,25.71,28,1
El Salvador,Potatoes,2008,218555,1784,3899.48,25.71,28,2
El Salvador,Sorghum,2008,13899,1784,3899.48,25.71,28,3
El Salvador,Soybeans,2008,19279,1784,3899.48,25.71,28,4
El Salvador,Sweet potatoes,2008,61614,1784,3899.48,25.71,28,5
El Salvador,Cassava,2009,125022,1784,3333.88,26.21,28,0
El Salvador,Maize,2009,30041,1784,3333.88,26.21,28,1
El Salvador,Potatoes,2009,252417,1784,3333.88,26.21,28,2
El Salvador,Sorghum,2009,17133,1784,3333.88,26.21,28,3
El Salvador,Soybeans,2009,19172,1784,3333.88,26.21,28,4
El Salvador,Sweet potatoes,2009,61191,1784,3333.88,26.21,28,5
El Salvador,Cassava,2010,124843,1784,3598.59,25.96,28,0
El Salvador,Maize,2010,30253,1784,3598.59,25.96,28,1
El Salvador,Potatoes,2010,252796,1784,3598.59,25.96,28,2
El Salvador,Sorghum,2010,17201,1784,3598.59,25.96,28,3
El Salvador,Soybeans,2010,18000,1784,3598.59,25.96,28,4
El Salvador,Sweet potatoes,2010,60767,1784,3598.59,25.96,28,5
El Salvador,Cassava,2011,145719,1784,3231.13,25.95,28,0
El Salvador,Maize,2011,28181,1784,3231.13,25.95,28,1
El Salvador,Potatoes,2011,196316,1784,3231.13,25.95,28,2
El Salvador,Sorghum,2011,14534,1784,3231.13,25.95,28,3
El Salvador,Soybeans,2011,19222,1784,3231.13,25.95,28,4
El Salvador,Sweet potatoes,2011,60343,1784,3231.13,25.95,28,5
El Salvador,Cassava,2012,115775,1784,2595.16,26.04,28,0
El Salvador,Maize,2012,32580,1784,2595.16,26.04,28,1
El Salvador,Potatoes,2012,295706,1784,2595.16,26.04,28,2
El Salvador,Sorghum,2012,13204,1784,2595.16,26.04,28,3
El Salvador,Soybeans,2012,19231,1784,2595.16,26.04,28,4
El Salvador,Sweet potatoes,2012,58333,1784,2595.16,26.04,28,5
El Salvador,Cassava,2013,154928,1784,6005.08,26.36,28,0
El Salvador,Maize,2013,29461,1784,6005.08,26.36,28,1
El Salvador,Potatoes,2013,426047,1784,6005.08,26.36,28,2
El Salvador,Sorghum,2013,16633,1784,6005.08,26.36,28,3
El Salvador,Soybeans,2013,19231,1784,6005.08,26.36,28,4
El Salvador,Sweet potatoes,2013,58333,1784,6005.08,26.36,28,5
Eritrea,Maize,1993,2308,383,4.44,24.09,29,1
Eritrea,Potatoes,1993,82000,383,4.44,24.09,29,2
Eritrea,Sorghum,1993,3197,383,4.44,24.09,29,3
Eritrea,Wheat,1993,2038,383,4.44,24.09,29,6
Eritrea,Maize,1994,7689,383,4.44,24.13,29,1
Eritrea,Potatoes,1994,80659,383,4.44,24.13,29,2
Eritrea,Sorghum,1994,9028,383,4.44,24.13,29,3
Eritrea,Wheat,1994,7449,383,4.44,24.13,29,6
Eritrea,Maize,1995,3366,383,4.44,24.37,29,1
Eritrea,Potatoes,1995,79816,383,4.44,24.37,29,2
Eritrea,Sorghum,1995,4820,383,4.44,24.37,29,3
